prefix,Y1_size,Y2_size,U,U_time,dominated_points,dominated_relative_Y2,t1,t2,s1,s2,seed,ub_level,Y_size,Yn_size
l-u_100_100_0.75_1_,100,100,639,5.539327144622803,79,0.79,l,u,100,100,1,0.75,10000,325
l-u_100_100_0.75_2_,100,100,631,4.458872079849243,84,0.84,l,u,100,100,2,0.75,10000,237
l-u_100_100_0.75_3_,100,100,711,6.644209861755371,74,0.74,l,u,100,100,3,0.75,10000,300
l-u_100_100_0.75_4_,100,100,365,3.5257091522216797,92,0.92,l,u,100,100,4,0.75,10000,266
l-u_100_100_0.75_5_,100,100,290,3.0180411338806152,89,0.89,l,u,100,100,5,0.75,10000,273
m-l_100_100_0.75_1_,100,100,250,4.582552909851074,0,0.0,m,l,100,100,1,0.75,10000,594
m-l_100_100_0.75_2_,100,100,326,5.40342903137207,0,0.0,m,l,100,100,2,0.75,10000,500
m-l_100_100_0.75_3_,100,100,187,3.290879964828491,0,0.0,m,l,100,100,3,0.75,10000,533
m-l_100_100_0.75_4_,100,100,264,5.035649061203003,0,0.0,m,l,100,100,4,0.75,10000,558
m-l_100_100_0.75_5_,100,100,239,4.402853965759277,0,0.0,m,l,100,100,5,0.75,10000,555
m-m_100_100_0.75_1_,100,100,520,10.8092360496521,37,0.37,m,m,100,100,1,0.75,10000,673
m-m_100_100_0.75_2_,100,100,533,11.905134916305542,31,0.31,m,m,100,100,2,0.75,10000,735
m-m_100_100_0.75_3_,100,100,377,6.601090908050537,22,0.22,m,m,100,100,3,0.75,10000,565
m-m_100_100_0.75_4_,100,100,497,11.280930995941162,31,0.31,m,m,100,100,4,0.75,10000,735
m-m_100_100_0.75_5_,100,100,497,11.516098737716675,32,0.32,m,m,100,100,5,0.75,10000,673
m-u_100_100_0.75_1_,100,100,194,2.028268814086914,80,0.8,m,u,100,100,1,0.75,10000,320
m-u_100_100_0.75_2_,100,100,372,2.8797247409820557,80,0.8,m,u,100,100,2,0.75,10000,232
m-u_100_100_0.75_3_,100,100,110,0.8470320701599121,79,0.79,m,u,100,100,3,0.75,10000,288
m-u_100_100_0.75_4_,100,100,217,2.2388498783111572,83,0.83,m,u,100,100,4,0.75,10000,281
m-u_100_100_0.75_5_,100,100,121,1.1797339916229248,74,0.74,m,u,100,100,5,0.75,10000,282
u-l_100_100_0.75_1_,100,100,96,0.9581780433654785,0,0.0,u,l,100,100,1,0.75,10000,273
u-l_100_100_0.75_2_,100,100,101,1.0057611465454102,0,0.0,u,l,100,100,2,0.75,10000,266
u-l_100_100_0.75_3_,100,100,111,1.2200379371643066,0,0.0,u,l,100,100,3,0.75,10000,300
u-l_100_100_0.75_4_,100,100,97,0.7709121704101562,0,0.0,u,l,100,100,4,0.75,10000,237
u-l_100_100_0.75_5_,100,100,114,1.1804389953613281,0,0.0,u,l,100,100,5,0.75,10000,325
u-m_100_100_0.75_1_,100,100,79,1.1388680934906006,0,0.0,u,m,100,100,1,0.75,10000,282
u-m_100_100_0.75_2_,100,100,81,1.1530570983886719,0,0.0,u,m,100,100,2,0.75,10000,281
u-m_100_100_0.75_3_,100,100,87,0.8903110027313232,0,0.0,u,m,100,100,3,0.75,10000,288
u-m_100_100_0.75_4_,100,100,79,0.5568859577178955,0,0.0,u,m,100,100,4,0.75,10000,232
u-m_100_100_0.75_5_,100,100,91,0.7675211429595947,0,0.0,u,m,100,100,5,0.75,10000,320
u-u_100_100_0.75_1_,100,100,96,1.0918500423431396,0,0.0,u,u,100,100,1,0.75,10000,305
u-u_100_100_0.75_2_,100,100,208,2.4649810791015625,0,0.0,u,u,100,100,2,0.75,10000,337
u-u_100_100_0.75_3_,100,100,132,1.359941005706787,0,0.0,u,u,100,100,3,0.75,10000,302
u-u_100_100_0.75_4_,100,100,126,1.63637113571167,0,0.0,u,u,100,100,4,0.75,10000,337
u-u_100_100_0.75_5_,100,100,219,2.6002511978149414,44,0.44,u,u,100,100,5,0.75,10000,305
l-l_100_100_all_1_,100,100,503,17.412787914276123,0,0.0,l,l,100,100,1,all,10000,927
l-l_100_100_all_2_,100,100,463,13.945229053497314,0,0.0,l,l,100,100,2,all,10000,866
l-l_100_100_all_3_,100,100,315,7.22077202796936,0,0.0,l,l,100,100,3,all,10000,657
l-l_100_100_all_4_,100,100,482,13.806124687194824,0,0.0,l,l,100,100,4,all,10000,866
l-l_100_100_all_5_,100,100,480,15.522111892700195,0,0.0,l,l,100,100,5,all,10000,927
l-m_100_100_all_1_,100,100,571,10.747029066085815,38,0.38,l,m,100,100,1,all,10000,555
l-m_100_100_all_2_,100,100,477,9.32957911491394,35,0.35,l,m,100,100,2,all,10000,558
l-m_100_100_all_3_,100,100,497,8.963093996047974,39,0.39,l,m,100,100,3,all,10000,533
l-m_100_100_all_4_,100,100,268,4.824460983276367,20,0.2,l,m,100,100,4,all,10000,500
l-m_100_100_all_5_,100,100,505,10.073232889175415,35,0.35,l,m,100,100,5,all,10000,594
l-u_100_100_all_1_,100,100,679,7.17578911781311,85,0.85,l,u,100,100,1,all,10000,325
l-u_100_100_all_2_,100,100,452,3.683562994003296,87,0.87,l,u,100,100,2,all,10000,237
l-u_100_100_all_3_,100,100,500,5.14811110496521,89,0.89,l,u,100,100,3,all,10000,300
l-u_100_100_all_4_,100,100,373,3.8729960918426514,93,0.93,l,u,100,100,4,all,10000,266
l-u_100_100_all_5_,100,100,294,2.9823012351989746,89,0.89,l,u,100,100,5,all,10000,273
m-l_100_100_all_1_,100,100,253,5.2627928256988525,0,0.0,m,l,100,100,1,all,10000,594
m-l_100_100_all_2_,100,100,331,5.62255597114563,0,0.0,m,l,100,100,2,all,10000,500
m-l_100_100_all_3_,100,100,192,3.6629440784454346,0,0.0,m,l,100,100,3,all,10000,533
m-l_100_100_all_4_,100,100,267,6.767326831817627,0,0.0,m,l,100,100,4,all,10000,558
m-l_100_100_all_5_,100,100,244,4.987451076507568,0,0.0,m,l,100,100,5,all,10000,555
m-m_100_100_all_1_,100,100,610,13.527921915054321,39,0.39,m,m,100,100,1,all,10000,673
m-m_100_100_all_2_,100,100,632,15.151159048080444,35,0.35,m,m,100,100,2,all,10000,735
m-m_100_100_all_3_,100,100,388,7.0293519496917725,25,0.25,m,m,100,100,3,all,10000,565
m-m_100_100_all_4_,100,100,598,14.604761838912964,41,0.41,m,m,100,100,4,all,10000,735
m-m_100_100_all_5_,100,100,566,12.738837003707886,36,0.36,m,m,100,100,5,all,10000,673
m-u_100_100_all_1_,100,100,162,1.521219253540039,82,0.82,m,u,100,100,1,all,10000,320
m-u_100_100_all_2_,100,100,302,2.2814950942993164,82,0.82,m,u,100,100,2,all,10000,232
m-u_100_100_all_3_,100,100,229,2.1199569702148438,79,0.79,m,u,100,100,3,all,10000,288
m-u_100_100_all_4_,100,100,282,3.1350929737091064,86,0.86,m,u,100,100,4,all,10000,281
m-u_100_100_all_5_,100,100,205,2.1067888736724854,74,0.74,m,u,100,100,5,all,10000,282
u-l_100_100_all_1_,100,100,101,1.039592981338501,0,0.0,u,l,100,100,1,all,10000,273
u-l_100_100_all_2_,100,100,107,1.096566915512085,0,0.0,u,l,100,100,2,all,10000,266
u-l_100_100_all_3_,100,100,115,1.2727408409118652,0,0.0,u,l,100,100,3,all,10000,300
u-l_100_100_all_4_,100,100,101,0.832007884979248,0,0.0,u,l,100,100,4,all,10000,237
u-l_100_100_all_5_,100,100,117,1.2031879425048828,0,0.0,u,l,100,100,5,all,10000,325
u-m_100_100_all_1_,100,100,100,1.090183973312378,0,0.0,u,m,100,100,1,all,10000,282
u-m_100_100_all_2_,100,100,101,1.171617031097412,0,0.0,u,m,100,100,2,all,10000,281
u-m_100_100_all_3_,100,100,108,1.092489242553711,0,0.0,u,m,100,100,3,all,10000,288
u-m_100_100_all_4_,100,100,101,0.8162887096405029,0,0.0,u,m,100,100,4,all,10000,232
u-m_100_100_all_5_,100,100,114,1.1417748928070068,0,0.0,u,m,100,100,5,all,10000,320
u-u_100_100_all_1_,100,100,112,1.3699262142181396,0,0.0,u,u,100,100,1,all,10000,305
u-u_100_100_all_2_,100,100,214,2.6873867511749268,0,0.0,u,u,100,100,2,all,10000,337
u-u_100_100_all_3_,100,100,115,1.1564700603485107,0,0.0,u,u,100,100,3,all,10000,302
u-u_100_100_all_4_,100,100,138,1.8512320518493652,0,0.0,u,u,100,100,4,all,10000,337
u-u_100_100_all_5_,100,100,241,2.8335769176483154,44,0.44,u,u,100,100,5,all,10000,305
l-l_150_150_lexmin_1_,150,150,330,5.174189805984497,0,0.0,l,l,150,150,1,lexmin,22500,1487
l-l_150_150_lexmin_2_,150,150,254,4.183366775512695,0,0.0,l,l,150,150,2,lexmin,22500,1527
l-l_150_150_lexmin_3_,150,150,318,5.217364072799683,0,0.0,l,l,150,150,3,lexmin,22500,1064
l-l_150_150_lexmin_4_,150,150,428,6.712157964706421,0,0.0,l,l,150,150,4,lexmin,22500,1527
l-l_150_150_lexmin_5_,150,150,279,4.37666916847229,0,0.0,l,l,150,150,5,lexmin,22500,1487
l-m_150_150_lexmin_1_,150,150,272,3.986663818359375,0,0.0,l,m,150,150,1,lexmin,22500,866
l-m_150_150_lexmin_2_,150,150,178,2.7540018558502197,0,0.0,l,m,150,150,2,lexmin,22500,791
l-m_150_150_lexmin_3_,150,150,287,4.4389379024505615,0,0.0,l,m,150,150,3,lexmin,22500,935
l-m_150_150_lexmin_4_,150,150,227,3.3466622829437256,0,0.0,l,m,150,150,4,lexmin,22500,1035
l-m_150_150_lexmin_5_,150,150,293,4.043172121047974,0,0.0,l,m,150,150,5,lexmin,22500,927
l-u_150_150_lexmin_1_,150,150,402,6.582858085632324,146,0.9733333333333334,l,u,150,150,1,lexmin,22500,313
l-u_150_150_lexmin_2_,150,150,311,4.890711069107056,120,0.8,l,u,150,150,2,lexmin,22500,367
l-u_150_150_lexmin_3_,150,150,293,4.789441823959351,141,0.94,l,u,150,150,3,lexmin,22500,362
l-u_150_150_lexmin_4_,150,150,300,4.798429012298584,136,0.9066666666666666,l,u,150,150,4,lexmin,22500,423
l-u_150_150_lexmin_5_,150,150,448,7.238746881484985,137,0.9133333333333333,l,u,150,150,5,lexmin,22500,439
m-l_150_150_lexmin_1_,150,150,151,2.3015918731689453,0,0.0,m,l,150,150,1,lexmin,22500,927
m-l_150_150_lexmin_2_,150,150,152,2.272223949432373,0,0.0,m,l,150,150,2,lexmin,22500,1035
m-l_150_150_lexmin_3_,150,150,153,2.29111385345459,0,0.0,m,l,150,150,3,lexmin,22500,935
m-l_150_150_lexmin_4_,150,150,154,2.212817907333374,0,0.0,m,l,150,150,4,lexmin,22500,791
m-l_150_150_lexmin_5_,150,150,151,2.1916589736938477,0,0.0,m,l,150,150,5,lexmin,22500,866
m-m_150_150_lexmin_1_,150,150,390,5.740588188171387,0,0.0,m,m,150,150,1,lexmin,22500,1248
m-m_150_150_lexmin_2_,150,150,383,6.006505966186523,0,0.0,m,m,150,150,2,lexmin,22500,1258
m-m_150_150_lexmin_3_,150,150,267,3.756941080093384,0,0.0,m,m,150,150,3,lexmin,22500,1084
m-m_150_150_lexmin_4_,150,150,148,2.0993878841400146,0,0.0,m,m,150,150,4,lexmin,22500,1258
m-m_150_150_lexmin_5_,150,150,334,4.341346263885498,0,0.0,m,m,150,150,5,lexmin,22500,1248
m-u_150_150_lexmin_1_,150,150,151,2.292340040206909,122,0.8133333333333334,m,u,150,150,1,lexmin,22500,335
m-u_150_150_lexmin_2_,150,150,152,2.2853598594665527,104,0.6933333333333334,m,u,150,150,2,lexmin,22500,378
m-u_150_150_lexmin_3_,150,150,151,2.268204927444458,112,0.7466666666666667,m,u,150,150,3,lexmin,22500,364
m-u_150_150_lexmin_4_,150,150,173,2.521450996398926,110,0.7333333333333333,m,u,150,150,4,lexmin,22500,439
m-u_150_150_lexmin_5_,150,150,151,2.1750190258026123,108,0.72,m,u,150,150,5,lexmin,22500,411
u-l_150_150_lexmin_1_,150,150,237,3.85066819190979,0,0.0,u,l,150,150,1,lexmin,22500,439
u-l_150_150_lexmin_2_,150,150,186,2.7550220489501953,0,0.0,u,l,150,150,2,lexmin,22500,423
u-l_150_150_lexmin_3_,150,150,151,2.2132277488708496,0,0.0,u,l,150,150,3,lexmin,22500,362
u-l_150_150_lexmin_4_,150,150,171,2.2571351528167725,0,0.0,u,l,150,150,4,lexmin,22500,367
u-l_150_150_lexmin_5_,150,150,149,2.256585121154785,0,0.0,u,l,150,150,5,lexmin,22500,313
u-m_150_150_lexmin_1_,150,150,136,1.795267105102539,0,0.0,u,m,150,150,1,lexmin,22500,411
u-m_150_150_lexmin_2_,150,150,126,1.8190021514892578,0,0.0,u,m,150,150,2,lexmin,22500,439
u-m_150_150_lexmin_3_,150,150,84,0.8984482288360596,0,0.0,u,m,150,150,3,lexmin,22500,364
u-m_150_150_lexmin_4_,150,150,98,1.1222078800201416,0,0.0,u,m,150,150,4,lexmin,22500,378
u-m_150_150_lexmin_5_,150,150,88,1.00050687789917,0,0.0,u,m,150,150,5,lexmin,22500,335
u-u_150_150_lexmin_1_,150,150,251,4.021129846572876,78,0.52,u,u,150,150,1,lexmin,22500,388
u-u_150_150_lexmin_2_,150,150,165,2.4473159313201904,0,0.0,u,u,150,150,2,lexmin,22500,504
u-u_150_150_lexmin_3_,150,150,211,3.3021929264068604,0,0.0,u,u,150,150,3,lexmin,22500,371
u-u_150_150_lexmin_4_,150,150,209,3.1731810569763184,56,0.37333333333333335,u,u,150,150,4,lexmin,22500,504
u-u_150_150_lexmin_5_,150,150,138,2.030968189239502,0,0.0,u,u,150,150,5,lexmin,22500,388
l-l_150_150_extreme_1_,150,150,761,44.28661894798279,0,0.0,l,l,150,150,1,extreme,22500,1487
l-l_150_150_extreme_2_,150,150,705,40.688477993011475,1,0.006666666666666667,l,l,150,150,2,extreme,22500,1527
l-l_150_150_extreme_3_,150,150,552,27.642389059066772,0,0.0,l,l,150,150,3,extreme,22500,1064
l-l_150_150_extreme_4_,150,150,734,44.637925148010254,0,0.0,l,l,150,150,4,extreme,22500,1527
l-l_150_150_extreme_5_,150,150,761,47.0546600818634,0,0.0,l,l,150,150,5,extreme,22500,1487
l-m_150_150_extreme_1_,150,150,363,8.680763959884644,0,0.0,l,m,150,150,1,extreme,22500,866
l-m_150_150_extreme_2_,150,150,237,4.348320007324219,0,0.0,l,m,150,150,2,extreme,22500,791
l-m_150_150_extreme_3_,150,150,301,5.413970947265625,1,0.006666666666666667,l,m,150,150,3,extreme,22500,935
l-m_150_150_extreme_4_,150,150,281,5.465129137039185,2,0.013333333333333334,l,m,150,150,4,extreme,22500,1035
l-m_150_150_extreme_5_,150,150,190,4.043689966201782,1,0.006666666666666667,l,m,150,150,5,extreme,22500,927
l-u_150_150_extreme_1_,150,150,402,6.413987874984741,146,0.9733333333333334,l,u,150,150,1,extreme,22500,313
l-u_150_150_extreme_2_,150,150,311,5.065875053405762,120,0.8,l,u,150,150,2,extreme,22500,367
l-u_150_150_extreme_3_,150,150,293,4.654276132583618,141,0.94,l,u,150,150,3,extreme,22500,362
l-u_150_150_extreme_4_,150,150,300,4.9789628982543945,136,0.9066666666666666,l,u,150,150,4,extreme,22500,423
l-u_150_150_extreme_5_,150,150,448,7.103349924087524,137,0.9133333333333333,l,u,150,150,5,extreme,22500,439
m-l_150_150_extreme_1_,150,150,344,12.906341791152954,0,0.0,m,l,150,150,1,extreme,22500,927
m-l_150_150_extreme_2_,150,150,265,10.848296165466309,0,0.0,m,l,150,150,2,extreme,22500,1035
m-l_150_150_extreme_3_,150,150,235,8.663546085357666,0,0.0,m,l,150,150,3,extreme,22500,935
m-l_150_150_extreme_4_,150,150,294,9.383921146392822,0,0.0,m,l,150,150,4,extreme,22500,791
m-l_150_150_extreme_5_,150,150,297,11.349550008773804,0,0.0,m,l,150,150,5,extreme,22500,866
m-m_150_150_extreme_1_,150,150,561,12.48265290260315,8,0.05333333333333334,m,m,150,150,1,extreme,22500,1248
m-m_150_150_extreme_2_,150,150,546,13.474828004837036,22,0.14666666666666667,m,m,150,150,2,extreme,22500,1258
m-m_150_150_extreme_3_,150,150,558,14.173122882843018,10,0.06666666666666667,m,m,150,150,3,extreme,22500,1084
m-m_150_150_extreme_4_,150,150,592,12.896743059158325,15,0.1,m,m,150,150,4,extreme,22500,1258
m-m_150_150_extreme_5_,150,150,429,10.570905685424805,5,0.03333333333333333,m,m,150,150,5,extreme,22500,1248
m-u_150_150_extreme_1_,150,150,151,2.2794671058654785,122,0.8133333333333334,m,u,150,150,1,extreme,22500,335
m-u_150_150_extreme_2_,150,150,152,2.2956440448760986,104,0.6933333333333334,m,u,150,150,2,extreme,22500,378
m-u_150_150_extreme_3_,150,150,151,2.2536699771881104,112,0.7466666666666667,m,u,150,150,3,extreme,22500,364
m-u_150_150_extreme_4_,150,150,173,2.545161008834839,110,0.7333333333333333,m,u,150,150,4,extreme,22500,439
m-u_150_150_extreme_5_,150,150,151,2.1880130767822266,108,0.72,m,u,150,150,5,extreme,22500,411
u-l_150_150_extreme_1_,150,150,125,2.403611898422241,0,0.0,u,l,150,150,1,extreme,22500,439
u-l_150_150_extreme_2_,150,150,127,2.3070991039276123,0,0.0,u,l,150,150,2,extreme,22500,423
u-l_150_150_extreme_3_,150,150,114,1.6927900314331055,0,0.0,u,l,150,150,3,extreme,22500,362
u-l_150_150_extreme_4_,150,150,109,1.6646180152893066,0,0.0,u,l,150,150,4,extreme,22500,367
u-l_150_150_extreme_5_,150,150,112,1.3777680397033691,0,0.0,u,l,150,150,5,extreme,22500,313
u-m_150_150_extreme_1_,150,150,107,1.4918951988220215,0,0.0,u,m,150,150,1,extreme,22500,411
u-m_150_150_extreme_2_,150,150,49,0.5709917545318604,0,0.0,u,m,150,150,2,extreme,22500,439
u-m_150_150_extreme_3_,150,150,26,0.24713802337646484,0,0.0,u,m,150,150,3,extreme,22500,364
u-m_150_150_extreme_4_,150,150,54,0.5977370738983154,0,0.0,u,m,150,150,4,extreme,22500,378
u-m_150_150_extreme_5_,150,150,104,1.362104892730713,0,0.0,u,m,150,150,5,extreme,22500,335
u-u_150_150_extreme_1_,150,150,251,4.003769874572754,78,0.52,u,u,150,150,1,extreme,22500,388
u-u_150_150_extreme_2_,150,150,165,2.4403488636016846,0,0.0,u,u,150,150,2,extreme,22500,504
u-u_150_150_extreme_3_,150,150,211,3.3075551986694336,0,0.0,u,u,150,150,3,extreme,22500,371
u-u_150_150_extreme_4_,150,150,209,3.1793372631073,56,0.37333333333333335,u,u,150,150,4,extreme,22500,504
u-u_150_150_extreme_5_,150,150,138,2.0108280181884766,0,0.0,u,u,150,150,5,extreme,22500,388
l-l_150_150_0.25_1_,150,150,770,47.978896141052246,0,0.0,l,l,150,150,1,0.25,22500,1487
l-l_150_150_0.25_2_,150,150,729,46.21723794937134,1,0.006666666666666667,l,l,150,150,2,0.25,22500,1527
l-l_150_150_0.25_3_,150,150,549,28.567660093307495,0,0.0,l,l,150,150,3,0.25,22500,1064
l-l_150_150_0.25_4_,150,150,778,51.73738980293274,0,0.0,l,l,150,150,4,0.25,22500,1527
l-l_150_150_0.25_5_,150,150,781,52.530155181884766,0,0.0,l,l,150,150,5,0.25,22500,1487
l-m_150_150_0.25_1_,150,150,519,16.110520124435425,15,0.1,l,m,150,150,1,0.25,22500,866
l-m_150_150_0.25_2_,150,150,386,10.109479904174805,17,0.11333333333333333,l,m,150,150,2,0.25,22500,791
l-m_150_150_0.25_3_,150,150,527,14.611691951751709,16,0.10666666666666667,l,m,150,150,3,0.25,22500,935
l-m_150_150_0.25_4_,150,150,495,15.230287790298462,11,0.07333333333333333,l,m,150,150,4,0.25,22500,1035
l-m_150_150_0.25_5_,150,150,480,18.06937599182129,11,0.07333333333333333,l,m,150,150,5,0.25,22500,927
l-u_150_150_0.25_1_,150,150,403,6.391909837722778,146,0.9733333333333334,l,u,150,150,1,0.25,22500,313
l-u_150_150_0.25_2_,150,150,612,11.390389919281006,140,0.9333333333333333,l,u,150,150,2,0.25,22500,367
l-u_150_150_0.25_3_,150,150,328,5.461002826690674,141,0.94,l,u,150,150,3,0.25,22500,362
l-u_150_150_0.25_4_,150,150,450,10.072484016418457,136,0.9066666666666666,l,u,150,150,4,0.25,22500,423
l-u_150_150_0.25_5_,150,150,467,8.777125835418701,137,0.9133333333333333,l,u,150,150,5,0.25,22500,439
m-l_150_150_0.25_1_,150,150,355,13.55774188041687,0,0.0,m,l,150,150,1,0.25,22500,927
m-l_150_150_0.25_2_,150,150,277,11.359515905380249,0,0.0,m,l,150,150,2,0.25,22500,1035
m-l_150_150_0.25_3_,150,150,245,9.008678197860718,0,0.0,m,l,150,150,3,0.25,22500,935
m-l_150_150_0.25_4_,150,150,310,10.124574899673462,0,0.0,m,l,150,150,4,0.25,22500,791
m-l_150_150_0.25_5_,150,150,305,11.758326053619385,0,0.0,m,l,150,150,5,0.25,22500,866
m-m_150_150_0.25_1_,150,150,643,27.81196618080139,22,0.14666666666666667,m,m,150,150,1,0.25,22500,1248
m-m_150_150_0.25_2_,150,150,726,30.229609966278076,44,0.29333333333333333,m,m,150,150,2,0.25,22500,1258
m-m_150_150_0.25_3_,150,150,594,26.12749981880188,29,0.19333333333333333,m,m,150,150,3,0.25,22500,1084
m-m_150_150_0.25_4_,150,150,623,31.15204882621765,28,0.18666666666666668,m,m,150,150,4,0.25,22500,1258
m-m_150_150_0.25_5_,150,150,536,27.390923976898193,17,0.11333333333333333,m,m,150,150,5,0.25,22500,1248
m-u_150_150_0.25_1_,150,150,266,4.131452322006226,125,0.8333333333333334,m,u,150,150,1,0.25,22500,335
m-u_150_150_0.25_2_,150,150,485,9.299620866775513,111,0.74,m,u,150,150,2,0.25,22500,378
m-u_150_150_0.25_3_,150,150,253,3.986485004425049,118,0.7866666666666666,m,u,150,150,3,0.25,22500,364
m-u_150_150_0.25_4_,150,150,281,5.907416105270386,114,0.76,m,u,150,150,4,0.25,22500,439
m-u_150_150_0.25_5_,150,150,565,10.335134029388428,110,0.7333333333333333,m,u,150,150,5,0.25,22500,411
u-l_150_150_0.25_1_,150,150,135,2.7088139057159424,0,0.0,u,l,150,150,1,0.25,22500,439
u-l_150_150_0.25_2_,150,150,139,2.68682599067688,0,0.0,u,l,150,150,2,0.25,22500,423
u-l_150_150_0.25_3_,150,150,124,1.9772281646728516,0,0.0,u,l,150,150,3,0.25,22500,362
u-l_150_150_0.25_4_,150,150,120,1.9559600353240967,0,0.0,u,l,150,150,4,0.25,22500,367
u-l_150_150_0.25_5_,150,150,121,1.5763208866119385,0,0.0,u,l,150,150,5,0.25,22500,313
u-m_150_150_0.25_1_,150,150,94,1.3668971061706543,0,0.0,u,m,150,150,1,0.25,22500,411
u-m_150_150_0.25_2_,150,150,76,1.0873610973358154,0,0.0,u,m,150,150,2,0.25,22500,439
u-m_150_150_0.25_3_,150,150,58,0.6260280609130859,0,0.0,u,m,150,150,3,0.25,22500,364
u-m_150_150_0.25_4_,150,150,84,1.2045087814331055,0,0.0,u,m,150,150,4,0.25,22500,378
u-m_150_150_0.25_5_,150,150,118,2.1317358016967773,0,0.0,u,m,150,150,5,0.25,22500,335
u-u_150_150_0.25_1_,150,150,266,4.841771125793457,78,0.52,u,u,150,150,1,0.25,22500,388
u-u_150_150_0.25_2_,150,150,175,3.9878406524658203,0,0.0,u,u,150,150,2,0.25,22500,504
u-u_150_150_0.25_3_,150,150,189,3.6909329891204834,0,0.0,u,u,150,150,3,0.25,22500,371
u-u_150_150_0.25_4_,150,150,277,6.60556173324585,57,0.38,u,u,150,150,4,0.25,22500,504
u-u_150_150_0.25_5_,150,150,150,2.794833183288574,0,0.0,u,u,150,150,5,0.25,22500,388
l-l_150_150_0.5_1_,150,150,782,53.98864984512329,0,0.0,l,l,150,150,1,0.5,22500,1487
l-l_150_150_0.5_2_,150,150,765,54.58923959732056,1,0.006666666666666667,l,l,150,150,2,0.5,22500,1527
l-l_150_150_0.5_3_,150,150,551,30.820287942886353,0,0.0,l,l,150,150,3,0.5,22500,1064
l-l_150_150_0.5_4_,150,150,827,59.03971004486084,0,0.0,l,l,150,150,4,0.5,22500,1527
l-l_150_150_0.5_5_,150,150,803,58.607555866241455,0,0.0,l,l,150,150,5,0.5,22500,1487
l-m_150_150_0.5_1_,150,150,689,24.368075609207153,30,0.2,l,m,150,150,1,0.5,22500,866
l-m_150_150_0.5_2_,150,150,463,14.265957117080688,31,0.20666666666666667,l,m,150,150,2,0.5,22500,791
